Gishtaa ginnaan obsaa fixatee loltotaa bilxiqinaa kessaat bayy'iin kan dhumaruu dhalatotaa dabuubi fi Oromoodhaa.	0
Huma rakon hin jirtuu oroomon hin dhumtuu kan du'ees galanii isa bilisumadha toko dhusa kuma dhalata.	2
Nutii Wabon Dhumnee Dhabamna Malee Abiyoot Waliin Hiin Araramnuu Daraa Isaa Gonaa Inshalaa Qabaa Tolfanee Amaa Darbbu Qofaa Hafee.	0
kaan sii nyatee sanyiin isaa haa baduu dhaltee hin argiin jiraa haa gubbatu du'aan isaas hin boqootin hacee koo atti jirtaa amma nutii jiruuti.	0
Dhigaa kee bilxiginaan haaqisutti jiritti haacee Dhigaa hin sifefaattu haanga oromo jiruu bilxiginaa yoo raabbin jedhe badu qabdi.	0
Jarsumma hin jiruu egaa wantii tahee tahee Abiyyii walin araarrii tokko hin barbanuu isaa achii barbadeessuu maalee.	0
naamni abiiyin oromoo jeedhu naama hiiribaa keessaa jiiru.	0
Finfinneetti, mana mana irra deemanii walga'ii ba'aa jedhanii maqaa namaa barreessan, hedduun namaa sodaa irraa kan ka'e hiriira ba'e.	2
Keenyaa isiinii wojjiin jira.	1
Oromoo iyyaa fi booyichaama nurra dhabaa.	2
Dhiisaa wbo.	2
mottuma ciinaa dhaabadhaa.	1
Oromoo bilxgiinaan badu qabdii.	0
Ayyolee hin marate namichaa marata ayyole marachee ofii badee biyyale balesara iji isa haa badu yaa Abiyi bulguu.	0
Jarattii burjaajofttuu kana ilaalaa me haceen enyuun jedhe gaafas isin ho har'a enyuun faarssaa jirttu gantu hadharawu.	0
furmani oromon qabdu suma harkaa jiraa yaa rabii motuma zalimaa kana nura kasii oromoo koo naf gamachisii gamachudhan wal naf tasisii yaa abbaa haqa. 0	
umani oromoo kun malumaf gowoma kanna mara issa godhani acalu nyatani ka haffele adamsa jiran kuno.	2
Dhiigaa miskina dhaangalassa imimmaan hiyyeessa buusa imaa galmaa siin geenye yaani kee inshaa allaah bulgicha abiyyi.	0
Mootummaan tokko adaduma lammii isaatti dhukaasu jalqabu kufaatti isaa saffisa Sanuu xayyaaraan rukutuu eegallaan hangasuma saffisaa kufaate keeti dabalte.	0
Wara biyaa lubbu ofii akkamiti dubata mee naa hima yaa gafii takka gafa Qawee adda irra facasanii.	2
Yaa oromoo koo gaafa Beekaan hidhamee wallaalaan biyya bulchu akkanuma.	0
Namaanii oromoo taree bagaa sii cirtee jetuu alatiin siihanyatuu gadhee.	0
Abboo Abiyii boyyichi hadhaa hiyyessaa sirraa haa bu'u.	0
Dhugaa jedhee bakkaa Abiyottii kasayee namaa nyatutii malii siribaa.	0
Oromoon off taahu qabna jabaadha wbo jabeessaa jarsumaa dantaa jarraati tplf.	0
Umanii oromoo ergaa Hacee Abiyii nyatee yomii fayyaa argatee bekkaa hin bekku.	0
Dhumaatii ummataa walloo sinitii hin mulatuu silahii dhichisaa.	0
Osoo ummataan jaalatamee hiriira isa hin barbaachisu.	2
Dhugaa jirtuu tanumaa jiraadhuu.	1
Bagaa dhufatani oromoo koo.	1
Dhugaa dubbate goota koo baga itti himte.	1
Dhigaa ilmaan oromootu iyya jiraa kanaaf didee.	0
Wanti jedhamuu takkaa hin jiru rabbii dhugaaf dhiiga kee bilisummaa ummata oromoo haa godhuu.	0
Oromoo miti kan biyya bulcharu bar finxaleyyii oromiyaa kessatti dhalatetu biyya bulchara.	0
Abiyii rabin dhabamaa sihaa godhuu.	0
Nutti ijooleen oromoo jabachuu qabna jabaadh.	1
Qerroon amalee wbo tii makkamuu qabaa.	0
Bixiginaa rabii dhabamaa haa godhuu.	0
Bagaa itti cabisitte dhiraa hati.	2
dhiifama gaafatus hojiin dhumeera.	2
Itoophiyaan kun ganaayyuu lubbuukee sikeessatti cufti.	0
Barifii yeroo Kauu Dukanatuu Hamataa Abshiruu Rabii jiraa.	1
Umaataa oroomo hadaraa nufi diriimadha network gaadhisa hadaraaa waallagafi dirimaadha umaani keenyaa homaa beekuu.	2
Jarii Silaa ka'ii hin Galaa Hin betuu Bilisumadha mana banii baraa darbudha wal hin tatuu yaa saba.	2
Hadaraa umaataa keenyaa humnaa garaa duulaati ergaa jiruu hadaraa waaqayyoo humnaa hin erginaa duulaati hadaraa gudaa umaata baadiiyaa jiran heeduu guraa jiruu kun haa dhaabatuu hadaraa.	2
Oromoo sagalee walloof tahuu hin qaanfatinaa nuuf iyyaa dhumaa jirraa maaloo barri kun ni dabra garuu seenan hin dabru waliin haa dhimminnu.	2
Qeerroo fi qarree oromo bakuma jirtuti tokuma kee jabesi jabadhu motuma zalima kana ufira kasuf qabso jabesu qabna yaa qeerroo damaqi.	0
Cuubuu OPDO uummata Oromoo irra hojaata turteefi ammas hojjachaa jirtu kaa akka salphaatti ilaalamu miti.	0
Dhugaa rabbii barsiisan tokko kan lammiin isaa masri ta'e ammaa naa argee alhamdulilh Abiyi baqachuufi biyyaa gaddi lakiise nan jeehe.	2
Abichuun nama tufata oromoo dhifama gafachuu dhiseetti tigray dhifama gafata nama lubbuu isa qabee dhifama gafata kana jechuun oromoo humaa nan gottuu yada jedhuu qaba.	0
Wallahii ilmaan oromoo warranaa Abiy Ahmed kessaa jiran bayyinaa isanii ijjollee Jimmaa fi Arsiidha meshaa qofaa irraa fudhanee gadii lakkisaan qerroo walloo kamise uffataa irraa jijjiree jiraa.	0
Abiy Ahmed badee oromoo hundaa ballessee jiraa jawar Mohammed yaa rabbii nuf basii Yaa abbaa rahmata.	0
Biyya biyyootti yaa rabbii nagaya buusi.	1
Opdo fayaa hin qabduu manaa yalaa namaa gesuu barbadii.	0
Yaa Rabbi mootummaa Zalimaa kana nuraa kaasi.	0
Dua'iin keessaan fudhatamera.	2
Mariin hin jirtu Tplf fi bandaf girisaa furmanii isaa fiixudhaa.	0
Ni dhufa guyaan kessanis ilmaan Bilxiigiinaa badun kessan hin ollu.	0
Mucatii bareduu sani natii gurguraa.	2
Maliif sagaleen keessan irraa dadebiaa.	2
Yaarabii motumaa gabrofataa kanaa nuraa kasi.	0
Kullo fii abiyyot badu kaate.	0
Namnii akkaa feedhu dhabee.	2
Akka feene dalaaga kun kufaatii pp mulisaa.	0
Abiyin kana Adunyan kadhatee dadhabdee ufumaa harkaa kenu qaba diraqama amma.	0
Saba Adda walloo hin godina Adda oromoo walloo je'aa Uummata mata qulfi.	2
Osoo Oromoon Walloo jirtuu dhabdee qataa dhumtee ummaani Oromiyaa.	0
Rabbi isaan haa gubu.	0
Abiyyiis akkaas tahun isaa hin oluu.	2
Abiyot kasyee oromoo fixuf murtefatee fakata.	0
Pp duuru joolee fi hawwaan maalee hin dandeeysuu.	0
Balan itti haa bu'u bilxiginna.	0
yeroo dhiyotii abiiyii faniffama.	0
yom dhumtan ganadha oromiyan.	0
kuloon yomuu oromiyaa kesaa hin jiratuu.	0
rabbin isan ha gubu Blxginana.	0
Sagalee ko qofamo maalif erra deedebisaa.	2
Abiyiin du'ee kuloo obsaa godhakaa.	0
Namu casa ganda kesa tarkanfi irati fudhachu qaba.0	
yaa rabbi miidha oromoo tana yomumaa.	2
Kuni dinuma oromof qaban agarsisa warri bilxiginna kkun.	0
Oromoon wal gurmesu qabna.	1
dhira jechuun tigredhaa oromoon afaan qofa.	0
mottumaa gowaa kana rabbi nura haa kasu.	0
Gafii qabba ABOn walaggaa dhunfatee hin jennee.	2
ABBICHU keenya nuuf jabaadhu.	1
Qorichii Nafxenyaa QERROO WALLOO kamise.	0
Guyyaan mursaa kessatii finfinnee Pp jala ni baatii mottumaan ku kufaa jira.	0
ABBICHU ABBICHU ABBICHU goota keenya qaalii.	1
Mootummaan dadhabaan homa dadhabaa dalagaa	
Kunniis immaa darbaa homaa mitii.	2
Dironiin enyuun fixaraa yaa ilmaan juntaa	
Yaa rabbii namicha binesaa kana nuraa kasii.	0
Uummata Nagahaa Dararuu fi Ajjeesuun Nurraa Haadhaabbatu.	2
Rabbiin bilisummaa nu hagaraasisu inshaa Allah yaa oromoo koo.	1
Yaa Rabbi atii dirmadhu biyya kenyaa nagaa itti nuf busii.	1
Yaa Rabbi biyyaa kenyaf nagaa.	1
Yaa rabbii motumma zalimaa kan nuraa kasi.	0
Abiyot oromoo inuma tuffate.	0
Arra kullo baye dhufe essa akka dhufan hin beku dhiho kana abiyii wajjin rakkacha jiran naa fakkate.	0
Oromoon kanakeessaa bahuuf tokkummaan dhaabatu qabna.	1
Bilisumman Qawween Malee hin dhuftuu.	0
itti fufaa akanumatii halaa baredara jirtanii.	1
Yaarabbi abiyoot nurra kaasi namicha dhamaa gowwaa waraabessa.	0
ummani wolloo oromummaa isaa qofafi dugugaan shanyii irratti rawatame wolloo akka isaan gotaa tahan wan beekuf duraa cabsu fedhe ilmi milniki.	0
wayoo biya koo anis mana kenya nura gubani jiru amari gandaa cefa direti genda ciriti.	0
Nama itoophiyaa tani dhalachurraa hollaa walloo tani dhalachuu wayyaa.	0
Walloo kan fixaa jiruu isunama ergamtota juntaati wolloon bilisaa baate jetaani kijibaa afufa hin jirtaanu.	0
Dhifama waliin ijoleen jimmaa sababa malittiif abiyii degartaan mee nuuf ibsaa moo oromoo kutaa biraa waan darareefi kuni yada kotti.	2
Dhumanee lafaa tanaa nu xargan malee aman bodaa abiyyii jalaa hin bulluu kalas ni monaa Abdii rabbitin inshaa Allah.	0
GOOTOTI GAMMOJJI BAATEE FI GOOTOTI AFFARIS DHUMAN AMMA AMAARARRATTI DALAGAA TIGREES BILXIGINNA DIINA.	0
Jarii woraaf bitamee amma hin dhaagayanuu guyyaa amma dhufaa yoo rabbin jedhee rabbumani hidhamtotaa siyaasa kenyaa nuu haa baasu.  2	
Warranii Wbo fi TDF injjifanoo galmessee jiraa Abshiraa meshaa bayyee ummataa kenyaa kenaa jiraa miraa gamachuu itti dhagamee dhihotti mottuma kana immo nura kasu.	0
Yaa rabii abiyyii du'aa issaa nuu dhagesisii namichaa zalimaa.	0
Akkami nagayaa jirraa jirtuu ana dhufuu.	2
Bagaa nagaan dhuftaan.	2
Umanii oromoo ufii hadaa ofitii godhaa jirtann ka'ii lolii.	0
Abo wan san nutti hin kasinaa.	2
Baga nagayan nuf dhuftan hayota kenya.	2
Oromummaa isaanii qofafi malee woonii bira hin jiruu abshiri wolloo koo.	0
Ansi garaa walloo deemaa jiraa.	2
Wa'ee ummatta walloo hin calisanaa ummatta nagaa fixanii rabbii nuu hanasaruu mottoma kana haa ballesu male.	0
motummaan oromoo eegaa ummata isaaf ofeggannoo hin gooone maqa qoofa jeechudha.	2
Gafaa abiyi Ahmad Alii baaqatee nutii oromoon qulquluun Godin jimmaa of keessaa baafnaa abadaan.	0
Oromoon Walloo waan ergamaa faanoo fudhatee siran Abiy Ahmad loluu dideef xayyaaran dhahama Ejjeennoo oromummaa isaattii waan cicheef lammiin nagaha shantama ol guyyaa tokkottii sirna Bilxiginnaatiin irraa ajjeefamee hubadha oromiiyiin.	0
Mee Duyii godhaa.	2
Umataa Kenyaa WAllOO kadhadhaa.	2
Hanga dhedhan mari'atanis haga mootummaan abbaa irree angoo gadi dhiisutti biyyiti naga hin argattu.	0
Yaa Rabbii biyya keenyaa Nagaa godhi.	1
Rabiin nuraa haa kasuu Abiyoti kanaa.	0
galata gudda ummata oromoo bira qabdan.	1
Hanga ammaa finfinnee hin seennee.	2
Dhimma finfinnee maaltu isin galcha isin.	2
Bilxiginnaa maalif jettu jecha afaan oromoo jecha isa kana bakka isiniif bu'u dhabdanii.	2
Yoo Olkaachuu dadhaban gadi kaatu jedha oromoon yeroo mammaaku.	2
Nama oromoo ganee mana gumaa lixetti nixiqqaata Afuuftuu wayii.	0
Rabbii bilxiginaa ha gubbuu maaloo maaluuma woyaa jireenyaa itoophiyaa.	0
Bilxigiinaan waan taatu dhabde hayyoota nu egaa rakkoo irraan gettee booda Shanee jetti.	0
Nama oromoo ganee Ganda gumaa Gale kun itti xiqqaata innuu gubatuu qaba.	0
Dogongorri akkanaa kun deddeebi'aa waan jiruuf xiyyeeffannoon ilaalaa.	2
Qubee sirreessaa barreessaa.	2
Shaneen torbaan tokkotti finffinnee ni senaa jetanii dibee rukuttaa hin banee.	2
Dhugaa dha nagaa yo jiraate gaaridha garuu hilik wali qabudhan ilmoo hiyyeessaf ta'aaniruu nu ha gahuu.	1
Dubii gara deema jira arginan qarbii keessa yaatte qayatii yoo namni dhumu saan maa cadhifte.	0
Ummataa oromoo wolloo irraa jalqabaa Abidan gubamun haa dhabatuu odduu birroo nurraa dhabaa.	0
Ibsa yeroo isaa eeggateefii fudhatama qabuudha.	1
Kan nu baasu nagaha fi jaalala.	1
warruma jimmaa kana wajji oromummaa himachuu najibbisiisa.	0
Rabbiin isin biraah haa dhabatuu.	1
Namicha abaaramaa kana yoo rabbi nurraa balleesse malee nageenyi hin jiru.	0
Rabbii isiini ha birimaamatu.	2
Itiyoophiyaa keessatti Dhukaasa Dhaabinsii Akka Ta'u Amerikaan Gaafataa Jirti.	2
Kun hawwii keessaniif biyya keessan Amerikaati.	2
hojii biraa hin qaduuyii us kun waa'ee Itoophiyaa malee.	2
ofiinuu duutii maaliif of huutii jedhan Oromoon.	2
Labsii yeroo muddamaa mootummaan Itoophiyaa labse hin jiru ofuma labsani ofuma cabsani mottuma baduf dema jiru kun.	0
Kunii nafxanyaa qofa.	0
Biyyoonni Gama Dhiyaa Qoranaa Walitti Bu'iinsa Tigraay Keessatti Geggeessame Deggaruun Ibsa Baasan.	2
Baga dukkana hin baasin Silaa rakkoodhaa.	2
Ummani itoophiyaa mootumma Isaf tahu kara Dimokkirasitin baye filate jira Ameerikan TPLF Angooti Debisu jette cannaqama jirti.	1
Abbyii adunyaa nufi dhiyatu qabba sera adunyaa cabbese dhigaa Nama bishan godhe dhangallese.	0
Muusiilmaa raabiin hagargaaruu.	2
Maaloo sagantaa keessaan idillee sa'aati dabalaa.	2
Hojii abiy itti bekkamu hirira qofa.	2
Hundi isaaniiyyuu faayidaa mataa ofii guuttachuu irraa kan hafe maaliif dhama'uu.	2
Mootummaa ofii keenyaan filanne qabna.	2
Nageenyii hundaaf, jireenya.	1
Waaqni hunda nagayaa haa godhu.	1
Waaqni hunda nagayaa haa godhu ammas.	1
Biyyi keenya abba Qaba Rakkoo Biyya keenya Dr Abiy dhaf dhisa Isin warri Ammerika Giddu galina.	2
Rakkoo keessoo jiru furmaata ta'uuf namoonni tokko tokko shora keessan ba'u qabdu.	1
Waye mirga Namoma jettani Itiyoophiya Digu barbadu.	2
Sodaa du'aa hin qabnuu nuti warrii garaaf jirattaan mitti loli mottuma offira kufisuf dema jira.	0
Seexanni duru iyyee ba'a.	2
Hattuudha Namichi biyya keenya lammata akka hin seenne barbaanna.	2
Abbaan Waanuma facaafate murata jedhama.	2
